"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPS29",35.9934241155491,588.138533283619,0.293938621576275,0.77316843406172,0.913534225115458,-4.65331433154677
"ATP5G1",-5.82319641779217,160.669134786975,-0.289566342212665,0.776442202308464,0.913534225115458,-4.65347608044257
"SPAG7",2.3149593087717,91.4033754913106,0.284592692807852,0.78017162076194,0.913534225115458,-4.65365719564632
"SERF2",6.43226022119004,124.866341566912,0.282700366599622,0.781592037746506,0.913534225115458,-4.65372529866
"LMOD2",-8.94851471428572,340.115191857143,-0.282570593278376,0.781689477881645,0.913534225115458,-4.65372995279111
"KLHDC3",-1.22331743962095,78.5743162767929,-0.281703200387566,0.782340856491668,0.913534225115458,-4.65376100687909
"PDLIM3",14.6226369285716,1183.90984667857,0.279631583257156,0.783897246885863,0.913534225115458,-4.65383479611138
"RPS15A",12.7502007850859,227.417895640445,0.27856643939799,0.784697856201419,0.913534225115458,-4.6538725281002
"SYNPO",3.18747990557274,205.848565815299,0.278106040273406,0.785043991051191,0.913534225115458,-4.65388879378511
"TOMM7",8.06082128742404,225.141657203744,0.274041992572517,0.78810144389602,0.915265222691991,-4.65403123177918
"CAP2",-1.83355807142857,174.62439775,-0.269340296115788,0.791643141272295,0.917550599128723,-4.65419345480473
"VDAC1",1.81156960879278,216.693532872681,0.261529948413085,0.797537070258975,0.921076609788757,-4.65445685008692
"SRL",2.69430985714284,150.975957642857,0.26112224661813,0.797845090811874,0.921076609788757,-4.65447039052412
"ZNF106",2.94470425730092,130.292222722528,0.254456288717176,0.802886178894083,0.923000398619605,-4.65468883542644
"HLA-C",-8.93213673389509,343.225919157214,-0.253902143983043,0.803305661572428,0.923000398619605,-4.65470674507296
"PLN",-7.70186499999999,394.7259805,-0.252640344163089,0.804261067750874,0.923000398619605,-4.6547473825906
"COX7B",-1.57810167034877,80.5043833777228,-0.241675191873078,0.812577159461122,0.930712149245254,-4.65509214336368
"UQCRQ",-8.48210694705867,253.112165752886,-0.238892405675541,0.814691443324127,0.931304140113659,-4.65517724381498
"TYROBP",-23.1838151851937,330.691782403805,-0.235690143276843,0.817126290609933,0.931389803050567,-4.6552739713706
"ACADM",-2.04376064618396,95.085098152938,-0.230642641065884,0.820968146803078,0.931389803050567,-4.65542382521618
"UGP2",-1.08589695134905,109.693318424197,-0.22747662300673,0.823380375873874,0.931389803050567,-4.65551618847225
"RPS24",-26.1776601052396,798.314027686188,-0.226254922289373,0.824311702820244,0.931389803050567,-4.65555149297121
"RPL9",7.30933550019471,147.063735949797,0.226026954809439,0.824485517493691,0.931389803050567,-4.65555805998107
"NDUFA1",3.90657790651598,145.089792171586,0.224657000305449,0.825530245728425,0.931389803050567,-4.6555973864558
"ANK1",2.36395735062894,155.449602592777,0.224107426197954,0.825949447988238,0.931389803050567,-4.65561309648078
"EEF2",9.13543935289737,677.262443455172,0.216398466076037,0.831835418152329,0.932738520960729,-4.65582946140473
"LMCD1",-4.18647094465423,98.8036192933758,-0.213225737571866,0.834260940907172,0.932738520960729,-4.65591633763766
"MFN2",1.16361549877413,80.3248606499319,0.212182317662312,0.83505901071565,0.932738520960729,-4.65594463183133
"RPL31",8.4963612567583,251.453336520021,0.212105487450652,0.835117782522224,0.932738520960729,-4.65594670980046
"NDUFB2",-3.5677143313845,190.277086125335,-0.211824049349911,0.835333079301602,0.932738520960729,-4.65595431529661
"DES",-53.6297944001077,3425.76657066559,-0.209252816713576,0.837300674533405,0.932738520960729,-4.6560233375453
"RP11-742N3.1",-24.7676970046873,242.822488714515,-0.206863902203797,0.839129768331215,0.932738520960729,-4.65608671915043
"CD52",-5.47954025295134,179.322200390886,-0.205106293528864,0.84047611488764,0.932738520960729,-4.6561328919285
"SVIL",2.52178073222688,206.141415268219,0.203711994548411,0.841544531775889,0.932738520960729,-4.6561692434279
"RPL36",7.96804968056416,220.856692199133,0.195064602719474,0.848177979494853,0.93830694885294,-4.65638921632699
"GABARAP",-3.06043141990546,125.190708515143,-0.192202406367543,0.850376244216078,0.938957102988586,-4.65645994547567
"EDF1",-2.80530722046334,111.735928774068,-0.188607178339455,0.853139333159699,0.939099681097787,-4.65654732219898
"CYBA",4.81081900582185,126.366808320443,0.18528202592064,0.855696642462117,0.939099681097787,-4.65662668058701
"EIF3G",-1.6068089719243,112.698517542177,-0.183947669125604,0.856723345628622,0.939099681097787,-4.65665813329623
"TXNIP",11.4843491719826,367.724277021956,0.183654971485368,0.85694859407208,0.939099681097787,-4.65666500247764
"CTD-2545M3.8",-3.46866744665894,91.7800064799901,-0.17746675558759,0.861713799015706,0.942549990292977,-4.65680769302159
"CD59",-0.802463852783191,113.499067050283,-0.174969419202885,0.863638457630575,0.942886181270834,-4.65686390454686
"HRC",-0.954248071428543,123.663303678571,-0.167520204868601,0.869384749702905,0.945476476360701,-4.6570268817285
"GSTP1",-1.43186933918122,84.9083057352914,-0.166635158133187,0.870067987752374,0.945476476360701,-4.65704577762114
"ISCU",1.09981697037857,93.8157751740271,0.165588307727791,0.870876274109257,0.945476476360701,-4.65706799980107
"SOD2",-2.79914078531956,91.973197804411,-0.163246772547824,0.872684744315006,0.945678821441726,-4.65711720188379
"MYL2",-97.8341412857136,6356.74972978571,-0.152104720650865,0.881300200679975,0.948558520621606,-4.65734179215189
"SMPX",3.5918842857143,409.907655928572,0.151098909115009,0.882078718723697,0.948558520621606,-4.65736129034576
"CYB5R1",-1.31626823326822,141.295439216365,-0.150919607313354,0.882217515195101,0.948558520621606,-4.65736475270544
"ACTN3",1.60382281572638,115.21143024932,0.150537745052012,0.882513125922685,0.948558520621606,-4.6573721129385
"SNHG6",1.89251121272426,96.5212754819918,0.149292389081171,0.883477318520638,0.948558520621606,-4.65739598786965
"RP1-46F2.2",1.54545414285713,70.7076041428572,0.145185996488401,0.886657964363321,0.950223516955544,-4.65747331535233
"ATP5G2",-3.21232905104256,242.225968800566,-0.142541758887202,0.888707162451969,0.950672065522014,-4.65752197402685
"CSDE1",3.10227821917957,355.272283535014,0.137345437868217,0.892736537987427,0.951147234109102,-4.65761500387989
"SLC25A37",15.2207402900219,186.774042582945,0.136267931646526,0.893572456432862,0.951147234109102,-4.65763386432713
"TNNT1",-99.4832881829047,4793.0896665931,-0.134898051121376,0.894635385558788,0.951147234109102,-4.65765762903195
"RPL8",5.6641783940396,518.649443733498,0.133555592908451,0.895677241039274,0.951147234109102,-4.65768068621131
"SCARNA10",3.09377144587105,-21.7903969276419,0.126658091024049,0.901033368713526,0.953677395894075,-4.65779553372316
"MTND1P23",-0.385690217675744,-73.0282954921917,-0.126274399731857,0.901331466788396,0.953677395894075,-4.6578017444434
"CUTC",-0.721826704530232,103.122434076524,-0.123356072620754,0.903599281288471,0.953852860497255,-4.65784836863451
"NGRN",0.507403422648777,81.9993529559259,0.12147965128452,0.905057900305738,0.953852860497255,-4.65787777354849
"MYBPC2",-8.12117616878056,611.289292766593,-0.116519587989731,0.908915261178893,0.953852860497255,-4.6579533394563
"RPS27A",8.78150726888338,297.981748174885,0.116170261686347,0.909187017800028,0.953852860497255,-4.65795854311792
"KLHL41",-7.5096547112205,1468.72397696824,-0.115539357177996,0.909677856666336,0.953852860497255,-4.65796790180058
"RP11-290D2.6",0.324306642857142,1.55721575,0.107335632907057,0.916063705774338,0.95882430963454,-4.65808496965177
"FHL3",4.48532078687101,405.463967041279,0.0984893818676727,0.922956443781905,0.959744507695365,-4.65820157817224
"RPL36A",-2.65852716303701,135.021855009011,-0.0975635743029204,0.923678187736465,0.959744507695365,-4.65821320405777
"RPL30",-8.9172542919099,628.32241035546,-0.0941043345286191,0.926375565566722,0.959744507695365,-4.6582556745116
"RPL18A",5.1983030852326,429.414103502495,0.0938521259506993,0.926572265024363,0.959744507695365,-4.65825871116271
"RPS25",-2.98672057316366,427.401004069348,-0.0933191357806378,0.92698796465565,0.959744507695365,-4.65826510174591
"MT-TA",-0.243575714285714,0.235059571428571,-0.0911354758948201,0.928691315387709,0.959744507695365,-4.65829090482084
"BSG",1.29761464481299,137.393339681357,0.0897074894043457,0.929805404651669,0.959744507695365,-4.65830744888348
"EIF3E",0.544177309641684,87.6619083795446,0.0893137733618331,0.930112601797395,0.959744507695365,-4.65831196446692
"SHISA4",-0.674278073008209,143.389089495865,-0.0727170746853585,0.943072082782125,0.97111776992036,-4.65848428100794
"RTN4",0.584557235127585,221.450372156285,0.068421290176263,0.946429318857454,0.97111776992036,-4.65852314007253
"RPLP1",5.42845610004552,882.587137198768,0.06802238364677,0.94674112647648,0.97111776992036,-4.65852662865358
"PKIA",-0.937590742118846,203.85809359404,-0.0663490525845023,0.948049193678745,0.97111776992036,-4.65854104055685
"USMG5",-1.0529163082634,159.911572144252,-0.0630102396742872,0.950659653592307,0.97111776992036,-4.65856872537014
"NDUFA11",0.613678764345943,90.8555621031617,0.0624099334750815,0.951129067966596,0.97111776992036,-4.65857355158967
"MRPL33",0.880377090604522,141.223148325024,0.057661078531303,0.954843123998078,0.972930727331389,-4.65861010374326
"RPS21",-3.82647973104635,353.544732102352,-0.0558723354602276,0.956242378663612,0.972930727331389,-4.65862312282559
"NDUFB11",-0.181017281519422,82.7439741916888,-0.0268302568110595,0.978978288982301,0.99170168850174,-4.65877712696751
"NFIX",0.188997449991018,89.1942337519207,0.0249286126901112,0.980467898139145,0.99170168850174,-4.65878343906054
"ATP5L",0.372072985260876,111.976556066932,0.0244486493509603,0.980843878569208,0.99170168850174,-4.65878495890113
"ATP5J2",0.320110034798802,168.945101060234,0.0236168315711549,0.981495496167245,0.99170168850174,-4.65878752295024
"RPL26",1.16000706566636,442.860021474131,0.014573557812054,0.988580470680452,0.997132204855888,-4.65880967204518
"HLA-DRA",-0.128286465472501,110.048257099857,-0.0078058530954672,0.993883334311513,0.998192499795101,-4.65881938566127
"TPM3",0.729651786208326,1584.52552379296,0.00556404028120635,0.995639995249556,0.998192499795101,-4.65882130797173
"RPS15",-0.298313957058394,359.208471928417,-0.00533955818731897,0.995815898507393,0.998192499795101,-4.65882146495333
"ATP5J",0.0713442206227156,206.986482901057,0.00449162908409023,0.996480334272296,0.998192499795101,-4.65882199959527
"PFKM",-0.000150039478765134,316.688093076537,-7.10102049498065e-06,0.999994435580474,0.999994435580474,-4.65882329350816
