"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"HSPB8",174.541473,122.358368,158.702072,151.053009,141.555038,130.236176,209.011703,122.043861,204.918472,183.168427,149.10321,174.04567,149.968567,101.993317,161.785141,154.78244,236.036911,231.386826,190.811203,140.1427,303.13916,160.060455,188.056549,187.051849,154.845932,172.679565,178.35994,184.142426,355.62262,162.168137,204.510651,310.654816,205.016617,141.263504,193.306351,210.100113,174.433105,268.410858,220.863281,207.98877,218.232483,174.123322,222.718414,203.947891,268.812988,234.078278,229.813507,168.581329,414.019501,282.772369,192.602798,228.83876,194.422775,245.038834,167.576843,258.216309,237.767136
"NDUFB7",175.897657249899,332.851032458872,147.468541366429,161.268118569581,175.556456143687,158.508952453342,186.88456238325,121.879349205797,166.069574427607,180.727884369867,140.530487440607,169.988483353633,157.905907012641,127.143447375051,183.472444773845,237.316472889945,121.706670980516,165.627001433992,154.058971655069,125.052636695583,211.921616001512,205.956592111281,209.938026830395,233.621894918568,101.408840868912,165.381654462849,278.218578842353,208.737079912472,93.7152513687493,175.314454058813,191.786990139669,228.808619297941,117.342083469341,189.071960802085,205.263608530182,156.807437628602,206.160455505984,239.765408228135,217.937730191147,199.546691360601,155.646482625044,187.468378657928,222.765718071326,139.933599035988,157.094867286363,126.610230583568,124.122903287056,141.802103159337,59.9191004061169,214.781581095131,268.464069544558,182.757100235037,140.085262991453,112.933453500063,176.882788263073,168.140528884045,245.254850424642
"NDUFV2",152.962312305606,368.003997304794,153.220720006649,149.759688496679,142.070121278146,172.015612439214,182.499157472383,177.639450192056,172.328236630328,207.223167422489,204.995406683551,187.740234774106,158.705455911476,166.562998815502,172.306936561439,190.301167393794,138.223530657925,155.407949479605,188.068768466101,177.784767555303,172.395666652673,148.677261893001,203.50368576606,187.497850902731,161.28779334439,173.413390009771,185.245970213061,167.509593237511,153.03487137742,213.58625304881,152.225832284103,147.118320441839,156.970171550769,198.185285236724,167.03780010041,171.425348665362,187.788068021086,195.981697162986,184.919890824636,161.153078435643,159.513857638928,165.993533296168,186.7523252151,157.469782866742,170.579225969321,177.700058825065,179.658808723857,189.186534987373,150.736024148809,183.650999448574,188.43214026132,167.450854256678,167.883463427498,175.107160698465,167.902622056619,193.707847546802,193.564671623322
"SLC25A39",90.3693426743735,284.84282775763,11.9320925130999,-58.337703284744,124.310946895466,199.400218391619,420.205651060045,108.110271287568,-9.2307373710695,-71.714714194038,-251.918652388991,362.464544654324,-42.8973177037207,259.098584760669,391.686727026696,251.23645857975,136.578224491884,-102.937377408159,230.549853224956,160.083427269875,-233.223684983577,276.201831540036,301.041615557044,-80.1101959505231,307.726047319701,293.548903688712,442.663219488412,126.133178873098,-48.2617739035203,-20.618991722883,57.8650562170962,441.596210262252,24.7858823976295,-46.0682398048196,137.061304746805,594.725894704917,132.987811474235,49.8336234227735,-4.11537253266306,774.62480279238,346.316628325604,508.101119795295,267.314029202898,169.80951593173,308.504718639695,11.3286893069834,195.137149404035,412.630670485201,-159.192877896242,1121.24700741563,472.818376684665,2.4350248277151,135.45070603593,64.8124895089168,952.974316907152,179.140853903992,605.846974477237
"PPP1R1A",108.689857,152.319412,88.007843,92.949913,113.32254,110.695763,100.064407,81.52636,140.719421,91.236603,82.364349,134.875671,96.89212,103.724045,76.208443,156.951767,140.379456,120.78196,112.258415,85.562202,149.400589,124.737297,95.194595,129.938049,108.914497,101.080521,114.219696,162.849533,90.401321,99.155739,92.199577,96.105263,99.300476,96.479149,94.456383,85.083191,186.953339,69.557579,114.126282,105.872864,103.109772,113.561859,92.213715,130.40683,133.27063,97.36834,105.493484,96.451988,135.580276,121.641106,99.739319,129.854691,87.41555,102.436447,87.344315,185.07547,111.099091
"NDUFS5",154.613638727167,362.500196748268,152.226620790228,146.286295637164,157.559847580955,170.645070533861,136.864417468993,139.368967612542,165.73242000796,205.852016498854,147.917503052884,181.577057346924,183.33300636135,178.402855801248,169.331007039785,192.810877903993,138.198566038262,153.187905424038,186.660543426577,172.796841817143,136.469850084021,176.65426573493,197.090857970491,178.453800917509,155.253910791781,183.1093963539,147.897191167582,151.847378439451,152.726721235602,219.608356700887,144.495148466903,149.666183248984,132.721692184296,190.454373355117,188.944189437,151.186009072865,162.104696295728,204.271512532728,180.306881113898,162.185353536388,166.019988485533,194.806275996951,192.943750001356,143.994669674533,143.681486511097,140.472660272702,196.770042498291,179.680558366262,157.08562131598,171.206136348257,190.693005322991,165.520447637155,142.82121656336,146.105650793767,134.955177504689,176.651001254047,205.830767659997
"NDUFB4",114.726532119161,330.524229267147,163.844044952329,147.874003996819,120.808662761734,142.362321042655,171.276019052786,180.617450140645,167.233283817221,187.152928747668,157.680443173766,175.124428216112,180.529949937723,140.809764337543,138.58933945776,199.234539359774,127.082952644768,169.185502645312,172.479119793791,180.510388557126,160.467880497285,154.247615536396,200.368874346666,190.504284283006,151.967093195654,172.154309488324,155.656333446308,143.373203614649,137.877234296556,191.956354285154,136.283374473886,141.649906748072,119.363506720816,170.689857728306,181.271771511024,168.72046557497,177.34137437934,155.835608587158,168.659882194981,160.284580826257,181.005983461981,173.308501464606,173.577384711606,156.459638750563,170.196827664455,177.799469473241,182.573059775488,173.916964830296,188.377653368533,182.666589045341,193.80926594733,135.441522169354,143.181929268485,176.886671058232,173.641845783417,216.33396240582,190.866093023729
"MT-TQ",134.9615993883,392.015091610674,31.4759116426229,133.506972731028,-23.2772948357864,159.38796064468,240.587978485323,200.54810893884,77.6491441207235,90.217290134571,169.04622395194,138.357126469892,164.862533840601,39.1697915565228,146.534743036325,89.8781494631915,314.696319502709,265.51519507601,104.081929031665,70.2521339702273,143.559501288726,212.743662680499,120.942794623552,49.5727742053434,166.617458688752,188.211962305805,153.280535702003,132.287891160066,77.9262838117556,253.66975922848,126.077883132567,132.656116780613,-83.9356451265384,-83.9356451265384,263.480507418428,-83.9356451265384,132.043784778236,-83.9356451265384,267.393207116293,179.854394344206,-83.9356451265384,166.361229668835,203.555758512862,160.090448170939,204.79416359239,101.755015820304,90.6939588317146,175.595990315062,-83.9356451265384,104.183483979172,142.127079270066,-83.9356451265384,222.184340075705,170.929963068907,260.224416085072,320.673765214896,220.540692522989
"HLA-A",734.228967383027,420.317490666319,90.6455586261597,200.609826535519,174.602305483769,298.977827130865,172.616291922542,103.783543291189,-8.18195215645028,456.196455915114,77.9836832956671,250.113749639579,436.178113257794,76.419642953491,355.374105404003,268.504322676883,148.664787042761,116.961365909673,228.205084643137,1.10525929502998,161.59074908252,315.220298795743,4.6369625549315,203.84268790607,67.4523371368663,52.5286734466608,73.5316546248313,-25.3931615038608,430.290773493806,163.766279114853,43.7832009237277,232.379495437756,180.296637231882,205.839908753629,138.273354523938,152.046376772876,2.89480763867388,363.182813636357,153.491590115954,194.321783356363,472.266204866853,92.5101122201009,313.964098225508,249.667324159441,132.886633594011,99.2597948564469,175.296653538037,94.026015035186,17.3621092557533,349.865065930206,19.7113465023744,140.411874181697,54.6438856121101,19.0309417318158,29.3063862781081,-19.323917981137,124.532889499031
"CYC1",157.614301262963,353.088915948306,162.945469565262,151.323576041431,200.228561570942,186.900048679564,204.691180805869,147.220537767814,184.350766754884,161.963686062001,164.651041946497,227.773665582151,143.546854399124,172.962720791657,156.3160427636,199.046793121961,167.36537507769,173.449531710477,195.475939196963,166.130628216214,135.264720481787,200.137586908848,204.529581335205,170.823376249129,129.389169082587,194.526900416863,186.64721053729,152.066528993044,116.757235494114,166.209942709438,147.273529757942,137.462156169673,181.613274708914,189.410474437936,166.868666064945,216.541958511396,142.310862921357,187.049930653578,185.126809904967,203.032857076311,163.453493271566,140.493438005472,189.582109287475,168.727204051346,190.391440266009,156.261243439754,142.986241505782,176.257131106365,106.617369196557,197.782223745514,188.38323754771,159.325007497823,134.379390969554,158.681154666904,165.546672355747,142.950434272232,174.036939306793
"EIF4A2",160.518557462065,150.039317919037,138.390244449787,196.334334836038,130.651847489727,110.180330060012,205.460534844258,133.947187042824,145.049434259042,132.020932018205,209.493341603445,149.611929202003,202.59818626043,200.588721896078,170.981342028127,156.692925303643,147.995910007922,146.237440486953,228.399375237105,147.551735001368,188.082977778167,111.557397430155,137.25728215695,196.419945232386,159.955472589121,118.694314997418,168.10203190451,186.71453796601,193.412062812363,158.112095591682,216.981426812412,227.186619065996,183.3808832034,143.107700925932,216.00438225405,162.39642422426,168.379260561989,142.209786981136,186.036056546864,153.050733486833,186.325582144801,208.569115813412,171.116628840341,307.023271196608,156.826260058108,173.37521466107,184.239173957656,136.06191733651,237.91732163926,167.178176442602,227.412863966182,146.241227555738,204.40033914972,143.892346272144,198.465969105556,176.47866156484,160.225674606225
"MT-TT",228.029379290995,721.333378325661,103.162775506972,425.887901814806,332.98371547247,372.925136711574,682.125912567762,309.658597707811,219.347180849324,609.987055652163,162.782475396125,125.783415700501,174.717330912823,242.829017873278,176.336744878838,99.0590306241804,137.575546521274,317.771408205165,428.426262700695,301.728782576653,-12.3486556548675,196.822712383369,210.219027468017,387.603926522967,9.5863759178286,209.027140612331,190.915275241493,109.056526870171,8.61093242731317,22.2540510291863,31.7063695211284,130.97394668739,28.9759114726419,-16.7535979488114,12.3134299826848,32.8793984545435,235.499380931454,97.6711316571211,19.2543658132111,4.49177404197127,-28.9381867613021,1.32826016676407,31.2702442275272,111.22726855202,4.7786681050616,14.6636601188674,-32.9366507681003,150.778430052333,-9.23234172546194,6.64867187678783,73.0374836193133,-25.1822143140633,-44.4980716357225,241.773547683378,67.1946486462463,45.5623988442537,53.0728880394682
"PRDX2",176.774503316906,290.346373871988,160.182827262854,166.528775366911,186.636930376059,195.047469662389,254.329929192533,146.360126783073,159.27530163734,145.861245015,144.209960124338,196.458300727338,159.819104922252,157.283676106754,158.897126275564,237.781151730873,157.588885816841,170.198330143248,165.264253427803,154.282493206825,152.48011475098,178.395660801627,206.418234843925,179.987853209241,158.520752129916,171.983673791075,201.359527878457,144.011663676805,153.582752882628,132.338651018259,147.360634779624,179.896051533407,157.855122090146,166.85338389919,171.708529828402,148.302129006141,192.031755028273,171.607539720118,188.476401027662,165.724302130635,174.183484747463,144.177992145763,169.288022012705,169.080339038305,168.30308869777,164.65853711019,160.346772039384,166.565787537771,87.7200966319508,187.716887352849,182.479583183376,174.104635298011,140.539824183583,165.297803537951,154.284676181068,133.043175781797,155.660876143817
"GOT2",113.366782475213,238.795949645128,136.048505202741,119.593667793829,186.186968539696,192.845089121885,197.581920241768,172.800226319995,159.806947998523,241.841982938663,211.463126365407,156.900425125334,133.833988163642,141.645784233251,162.949225048338,225.958526626167,164.602264251573,172.2279124924,202.445209491864,177.649620593864,176.267397085184,185.790614703878,279.437833418319,196.349616705227,159.564466774349,170.070168880342,185.159296709646,168.532245524348,84.6610562027469,172.48189060526,135.248525116148,111.880719992154,147.057965394667,185.640902854817,182.126263887846,165.483788658815,140.121251261206,194.86499409407,213.326371575677,134.550622178374,146.081078993406,140.608093613105,160.957266333284,192.595828182283,147.012403430377,173.788946854275,188.220120333381,191.445963470882,124.046215532351,206.149275287936,239.144887947045,170.617180888111,150.493703628811,180.76059423389,178.877192515954,146.658124435452,143.629784151933
"UQCRH",144.417553466529,363.544124116491,107.298416384397,152.645726549425,142.081851058084,185.916670436234,196.379481982821,145.683330337406,137.318903470337,201.324100946814,130.076510559961,140.966384957533,166.016768870324,149.674697958444,155.389880867201,205.420853629746,116.550911948466,142.934960738109,173.658370712617,177.765736188263,138.708490880439,135.987298860206,199.899953671215,168.907082178278,156.63604790977,183.709223663022,167.857597026639,167.386684966663,118.596235688286,206.483427119631,124.465835789396,130.481256206701,134.971358560077,196.32429727503,166.814356176536,162.844075042685,177.164646316617,231.277976101959,159.590926993212,130.203827786037,177.748033417018,181.377935103878,187.476101840142,164.205993998042,139.315195079698,180.776384595298,175.18939583632,204.031065635946,117.011056998111,154.166184238536,204.257001499993,145.869584899945,166.330940394115,163.905756489493,152.208296847545,166.805804658501,186.448887526668
"SYNPO2",221.489658306414,50.502416719778,171.787041089048,169.924130248819,169.852787631735,131.821114297501,120.646902387086,151.32724427295,199.707018270325,134.981568105774,142.654429065953,176.033633173677,152.016070577328,148.853438626539,124.066209656275,118.943682253176,221.822847452665,201.594697970835,106.764187157614,174.674388685744,208.807815949175,167.974706779967,150.12390690757,142.637796319052,192.519228709568,145.399005053864,137.665961640431,144.405927916497,271.657147467931,148.692431646165,216.386470367835,194.424371104386,171.943135043652,146.022005450391,174.988366051693,198.883830616066,190.207133245576,190.961213695393,174.626798149482,157.250596754194,179.395478790048,151.923955803708,116.519687533997,150.169047033501,270.133199729329,199.543360903606,155.341242657943,160.692638385892,379.978778223895,178.228013178652,148.903350011206,147.713937736254,191.239033895579,146.170061871341,174.810196810461,205.921486070792,204.651648700007
"FKBP8",815.725793716564,350.573785668323,-26.4145400775701,274.849910691503,334.104935570232,251.703137431114,524.823456537281,-68.3020861905957,357.692740136487,203.599783532777,-159.288524014647,176.412398642619,21.7813646784138,333.620001934457,333.47131816019,217.603805316522,39.2610408225809,356.733939720449,172.645355117466,-123.342441761517,360.981216320067,670.3200676893,272.387501112588,221.000029318101,129.149098941584,97.727672041906,227.905199519675,222.508932317015,-37.0157205646871,-11.733135463426,118.911162316122,601.837955049444,528.846133015642,-24.0638943302028,31.6957155759941,33.0206121360374,340.927572129767,51.8109690650225,253.162958355374,184.709938995473,387.501577869316,60.7167757424044,124.462616496803,190.232140168387,128.213983878168,-33.6508716689425,-141.061002256942,-184.841642392106,-84.1717288128978,305.903895169908,175.027855154102,85.2705456579584,154.202132359432,138.900025469721,143.364463438229,246.141506307013,394.863911885719
"CD63",88.2535745211485,128.740082565382,190.759170652436,213.552046816035,72.604682324301,20.1369742258116,142.720063822611,163.791472079595,103.67572543821,107.586539614814,282.954497012214,99.1452775425622,146.130719625261,169.704929268657,194.272459201049,125.376844476902,158.903757674172,132.124570432516,109.599490612385,109.289450200279,388.872846901177,16.2074504175054,-18.8635085460434,46.0922006860294,193.090632494113,242.59461799578,129.232335530353,83.5682022276976,280.525615376054,65.6448270754255,252.606958500704,221.280608508607,136.795473223508,88.7526519815066,242.393062002787,86.3246301629799,265.552205738471,258.039296134836,209.14549127149,174.85995360643,112.849596353288,104.042666124672,158.755692164462,129.726873153607,188.453729348966,122.308052165281,131.180657721356,193.889889486634,404.007597632729,224.539636699922,87.5192804357615,110.774758139089,220.56464082192,255.393750281553,134.785524217788,185.915577174714,216.275261224451
"BTF3",162.586759115497,296.964062226972,163.997303543969,178.920476274846,135.018934944097,138.801025155077,116.21071702291,103.376578418356,94.2674644172936,115.543289528462,199.891704050952,179.639898169271,159.072299352913,186.179189059054,174.488088148803,139.220823026346,122.993327977685,173.048062082258,160.318118826628,201.162441721445,160.331316445161,147.852440992431,93.8480355371524,171.339979560069,168.341691051231,166.235476784056,163.882479529321,90.5988760924006,174.433507583604,201.706534738235,162.165057120916,205.015723553034,79.034292880645,165.65596061899,161.426495021981,128.484338740267,200.00247239052,166.393602929545,188.518660583611,159.667000094567,193.934769374565,176.026751030284,183.067505165942,147.737683675889,109.989696579662,159.381674208672,160.805613122662,183.812550966124,193.385194203875,178.208178168319,112.140780383141,155.891426933886,152.821748861677,167.721727864517,173.588889043468,180.012289824704,185.808439037618
"USMG5",145.053668593902,376.373958075465,147.558423685005,148.459520119573,86.5238342992539,121.901494406328,160.11656006124,115.883344346651,135.184846723501,214.549801245408,120.297504340453,171.010135198122,128.135334116447,175.083998966022,189.097056819788,222.418548843745,105.968076235746,89.1227274366725,163.718570328538,128.496572521138,162.152949234593,121.168420282854,182.612051090293,122.543440970342,161.005319838736,196.920224512773,187.583955209319,187.09323250647,85.8151554619532,191.451825830248,126.185354923964,119.94834013443,163.09073312793,173.028553755626,177.129686506794,124.945310143092,135.121719916926,210.331850038269,155.017502630554,222.075731460215,143.078294326666,204.171537605016,208.661272273652,152.296073669995,186.746087895619,189.605953654961,184.82303849228,195.937233271563,123.322484238326,186.79894768533,162.304809223753,149.280706867202,159.939416208516,136.872172893013,143.186500588248,149.001423323195,164.067241868999
"RYR1",237.024203356512,48.587132369669,180.637657395044,219.960064148596,218.818566015617,133.444783555537,142.595046392261,178.546079197863,158.927507509768,132.283250542349,120.549598686712,182.087806345067,200.007121403741,169.19668017862,177.394386666263,128.193786876204,185.811240395298,198.19456141259,144.501955899968,159.505016164705,190.060048399162,211.186060491242,187.228692856409,172.139660245897,182.350657802556,139.87894869536,156.988922427664,183.700518916585,201.886285857941,143.714595997486,194.060526887358,271.678098476761,197.203597125054,136.221149239389,161.294468322952,167.364734155152,125.936148992484,142.722490554391,151.104346199454,197.741763137578,176.559860513123,172.0701994909,127.687479068339,151.595535397681,179.72638342596,163.169097648001,122.83610009251,145.539670131909,190.30261428521,194.318670794577,161.780690204881,166.222681325286,158.469741918459,162.179519535508,177.051360523103,112.159737937491,112.713359461444
"PPP1R27",89.636925,84.006798,68.534538,77.362457,98.90062,63.861259,77.878822,72.230667,70.799545,65.888336,43.72464,93.717651,78.675217,39.69479,70.711441,89.889275,57.825016,62.564125,75.11776,78.290741,163.026245,94.678238,79.340294,123.866379,86.124992,95.818321,67.469856,91.091454,209.437637,127.055,244.455521,175.727188,185.9711,137.809418,172.72908,208.083038,207.574341,163.639175,241.751892,164.583908,167.132645,160.656219,101.320366,154.306976,164.62912,154.089005,123.867638,86.378136,310.752502,250.969879,142.31897,190.662445,262.710052,134.571915,102.809799,246.073044,262.089233
"ATP5J2",152.76965052831,356.355739751164,178.927878577625,159.641074636972,142.39382717954,161.810767300314,139.375603524378,146.042454184182,131.160189908201,173.836934120898,147.209588999747,181.252731261997,157.199923920675,135.014280705688,141.438899417836,180.877377629047,128.180627881574,88.1995931519631,155.74337290682,145.986269630622,143.984443298324,117.866112213239,172.519487744703,155.733268630426,138.237593970381,221.300018995499,185.784866110166,148.653738888562,184.901045120318,201.907254832164,160.923099652913,161.032411602736,146.262313419522,207.302345306255,157.776935822545,154.68950815749,142.278138190669,178.484029494676,219.529906344412,155.679089009451,144.291403651897,152.414704481826,193.543279824833,137.378069685071,154.087026579272,159.605360033765,168.684195014671,225.802451384432,144.911430712289,154.121374484556,197.115698161002,148.568004468253,153.831541642434,125.132316968731,144.548314996762,154.918772397569,143.840154496794
"SQSTM1",226.567614815359,156.298100386004,164.042134078316,168.941407083879,160.412622205238,130.358193716872,176.246097354641,72.737772852499,146.186517254385,83.5164823105434,123.185467738442,136.946611489075,142.033727295827,137.911861835026,130.864695134014,141.813915304276,182.427990563767,158.541516165529,135.423190780879,135.364004839107,192.344455682277,168.222107713955,159.672525925242,194.00500826161,200.028156095743,137.610588911266,166.971036998923,123.301333956429,233.718047555446,165.75390282659,228.67755286687,239.372087016726,203.575545550028,133.729748632438,183.680835887632,139.857015595239,203.351313003312,135.313850470182,161.090625423979,163.120130128472,217.79914369483,184.043452568018,155.524626405422,147.346833150716,185.068950655757,152.916190924424,151.80817010446,137.255245161812,191.596250489167,180.545208145372,221.174892207234,185.991617232677,205.70234694743,168.23912730754,145.820314860522,146.267596121068,162.64928625964
"NDUFA4",129.805614133786,362.014130086149,140.580370984883,165.541985940293,142.648725841788,173.46314607719,155.212144210997,152.159300369052,153.046865831365,207.219658417107,147.486111873925,155.829097803597,166.187156348201,139.676658007376,172.536630666789,212.350812679788,107.386037420712,109.685618939382,166.843959902605,162.702503443171,154.188405869136,110.208199792915,206.1092533126,168.495479708134,158.160468485957,159.668670715172,179.22217832934,174.686266504166,117.261343623408,205.008667027039,143.519544971441,137.151769182294,141.059979981966,185.583175862262,182.965960108832,153.827839997009,148.664023369645,177.87143649375,181.55840390197,157.759603092047,169.446365201934,148.397120593199,182.617722726469,153.712642710203,138.343059332739,152.848724281541,176.0544097966,176.463539765314,132.009145330723,159.774580968693,178.58105843003,159.141466454538,164.224834189582,141.628124588449,153.540698977688,209.245068230285,164.909513143961
"MYL6",-15.1065564106157,247.028634776235,51.030927899026,-46.385453370433,102.499533388204,15.7788705254437,80.5812587804695,144.081910831969,32.8838995709238,297.67037871261,-25.3481381457414,121.565379551788,-24.9504632191299,-40.6254098184445,234.33362474849,201.610490507688,81.0424657060744,92.2983387779314,301.096257051384,-56.6069275036673,296.074972666854,18.581900315286,22.8864457561606,143.508661511927,48.0785058621427,122.700094435151,85.7848582970755,104.453760198598,140.850704452225,125.11922447417,198.052576786633,78.7936664678296,276.551716167976,369.079593426492,222.429824141516,332.559439072212,312.682634054863,356.698181758419,168.702362031459,206.062680331385,99.5116454671151,216.473167355074,202.443448095122,310.724775411851,243.623687827816,392.53583811562,103.319783143163,143.422256847156,133.141921237348,170.259508475611,232.846156481608,151.68196113302,281.335154914601,275.08391853693,183.299148616286,180.387385912617,234.436705757117
"FBP2",115.578384,308.316345,145.113068,287.522156,249.327713,217.66246,227.340714,218.287796,166.176193,309.697296,216.226318,226.943634,247.43718,216.159729,203.04248,230.007645,91.314789,126.195648,206.3983,244.610886,180.527344,155.345901,186.350067,224.237061,192.986404,326.800446,211.486542,212.494629,119.872421,231.816223,149.223007,227.743164,167.19873,212.965057,186.777817,181.605515,190.291595,268.101746,267.709015,186.776932,209.983032,134.829147,216.696548,189.299728,113.803574,134.522827,180.04277,289.868713,170.933456,201.385773,159.319061,203.519302,171.707703,367.865845,194.89241,166.87767,173.852295
"ACTG1",99.9594998583664,83.0986595497273,111.936801495617,99.6019715600712,102.708071820897,130.561134159053,146.558257698422,102.023080334138,103.927021401368,102.456300817709,111.103743435714,95.6239560252724,104.927783107954,85.8143621157304,95.5705261781501,142.233068879456,119.23106212697,95.9336347831942,113.981053475387,78.7010551207022,114.583393293422,97.3622392442207,87.5785740921878,101.109430537234,101.801771351582,113.665896877303,114.843547712279,111.997769114624,173.948821198117,191.094705883935,245.56724592455,175.874416870642,268.26103318464,214.024765781551,266.328653517418,258.252212430835,194.935312548369,304.985760943302,269.83463139899,151.299413747779,255.344684170339,186.162945494686,164.619671913008,183.33499372754,212.482239676245,256.051716573202,182.028631904289,133.477594679234,140.477348674138,191.435068084538,181.977090033468,244.672302757467,218.884551049286,200.225855568266,146.462443195543,145.96517285093,155.853656609914
"ATP5C1",137.394845696237,332.845244041901,143.450140333231,156.539599364366,143.173203352402,174.158527949889,186.420057500675,148.625764905548,136.896916921358,164.469129746155,194.811600987507,154.867746106368,125.405810084954,166.586335355697,171.072086556091,221.746148781846,112.569292354128,106.297906949461,181.40279803536,207.626964760139,133.81056477927,112.497878608224,214.041705349206,142.090156002672,143.127496053369,187.611984770303,138.342878010401,139.641300159707,128.07181077783,194.824384177667,142.157126707251,145.58846993324,148.242899825971,187.363666317684,180.957276301008,142.401727207253,160.134944236,162.730137052243,174.935729885391,146.166967594749,127.634679355682,152.913189685904,176.647952278107,164.893497522313,128.126215884009,138.772663430498,188.67494136469,215.677165408147,122.115197261327,162.973445031133,179.818989309038,147.658179300717,141.00957447573,189.894125585347,148.678629279654,162.29647472028,183.554696501165
"RPL23",110.748532783772,147.910607045088,124.452603016856,406.097205638824,402.17834536737,323.450373221448,356.044027117885,143.681085167269,95.5271433904969,131.039226159413,152.848392277653,116.093603022435,103.59751582386,125.718133659216,120.831062560257,97.0591329294761,64.9020043501306,111.666567954199,103.245612093121,83.0869272738146,94.2445471843303,125.847417731427,120.907167933215,93.4356643126948,393.481117910485,86.0789348216979,108.12573063168,130.028865046158,410.782822313395,96.6395623742891,122.248068720967,143.109406383812,86.6200861281521,96.4981201233983,112.992782830185,109.904137385124,129.788587499643,125.206869871122,109.736860687277,346.183405589592,119.990056457139,372.352103565643,103.744637966588,363.169438483365,108.973262656103,122.611324986658,87.4785285154542,123.56583779972,84.6015923660418,139.420546005914,114.356642393128,84.8981686690759,156.322833373223,78.501086157728,371.632780731439,123.956271597091,127.311273421124
"CSF3R",41.1864256667191,216.523932193397,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,41.1864256667191,63.5051990870908,41.1864256667191,66.1321546989271,41.1864256667191,255.39436094714,98.1264041950982,41.1864256667191,146.541364939379,41.1864256667191,41.1864256667191,41.1864256667191,198.144344405225,86.0877690559043,140.135674239279,41.1864256667191,123.454249207062,60.9749835561765,400.887919503336,41.1864256667191,187.555929690138,824.057071957285,273.220812733891,41.1864256667191,41.1864256667191,131.051354925084,599.94186608242,143.390192591588,262.638269950877,241.65433348935,75.9802655777222,142.573260041717,41.1864256667191,160.470909004876,93.3071627432358,69.7260707251436,325.417884927375,136.131310161056,902.635560575199,41.1864256667191,182.78850803883,41.1864256667191,41.1864256667191,64.37424503412,41.1864256667191
"RPS7",97.2443500719264,441.282381126427,138.174024122772,162.144936971103,103.149804359925,173.473653336535,125.094198772698,208.441676392182,91.7150630287195,209.837179058838,246.234345625821,208.885540561822,184.239673711146,137.101107525939,157.754819152228,136.073438057022,-1.10222548481337,33.4152016215136,161.963982310158,167.503945870181,177.641703667713,76.1573131332225,157.350932681891,188.735642728769,146.607745745696,136.951453496625,220.713803273164,123.602968529031,130.643010910704,182.47082920639,126.079685732138,173.485706449263,142.372995957526,150.43537293478,142.408049505552,174.457833658216,178.621612028639,215.227935419039,138.674017298174,149.598091193875,157.948307606113,141.892148748869,158.378534449369,132.20693218865,88.002171723801,76.2199143964839,113.12096697157,158.77907872537,159.170982041132,193.748548335081,112.449007629512,71.9189480882484,202.597690496711,226.191300972802,204.131721589657,193.416633007063,168.292087650469
"TCEA3",95.2798353510446,165.895625992333,193.963554737675,187.909190891272,150.483773827431,175.892722734239,189.187640071751,158.102252246266,161.991741200601,124.363358741087,159.749960099439,164.186369444017,201.832981885327,220.624480898253,173.709531323442,134.370038750354,144.255046437201,182.831298621676,107.100216402757,153.851174303791,143.241347230468,160.379728436201,147.469190006648,177.601725254787,164.384628347184,182.981190358533,178.61052675031,187.170975029389,116.219980789738,198.409910246428,197.583756112353,191.226370636064,139.824451816164,140.137419610224,114.322879081013,137.263355018238,217.193593020316,140.251829809124,159.74917149675,135.584084912684,166.127279776785,150.877204219347,195.596226101001,162.450703778055,174.795131554772,175.150907215128,99.5521581103725,171.960384040899,140.229232503766,197.531854889392,116.525026267231,152.076064545833,155.980951491071,187.633195303613,179.444198431429,176.778766008418,142.899030854581
"SCARNA17",0,4.390294,0,3.180398,2.94756,7.934791,2.906406,2.747233,0,0,0,0,0,6.098892,0,1.242418,0,1.599202,0,0,0.056217,2.113921,0,0,0,3.927636,0,0,0,5.799726,0,0,2.085031,0,0,0,2.553367,0,1.844142,0,2.737771,1.998019,0,1.646047,0,0,0,0,0,0,0,2.049096,2.926045,0,0,0,0.425827
