"","GSM4008561","GSM4008562","GSM4008563","GSM4008564","GSM4008565","GSM4008566","GSM4008567","GSM4008568","GSM4008569","GSM4008570","GSM4008571","GSM4008572","GSM4008573","GSM4008574","GSM4008575","GSM4008576","GSM4008577","GSM4008578","GSM4008579","GSM4008580","GSM4008581","GSM4008582","GSM4008583","GSM4008584","GSM4008585","GSM4008586","GSM4008587","GSM4008588","GSM4008590","GSM4008591","GSM4008592","GSM4008593","GSM4008594","GSM4008595","GSM4008596","GSM4008597","GSM4008598","GSM4008599","GSM4008600","GSM4008601","GSM4008602","GSM4008603","GSM4008604","GSM4008605","GSM4008606","GSM4008607","GSM4008608","GSM4008609","GSM4008610","GSM4008611","GSM4008612","GSM4008613","GSM4008614","GSM4008615","GSM4008616","GSM4008617","GSM4008618"
"AGL",69.9525352351727,52.0554857818655,68.5324078210056,76.0130760650904,44.9221910491392,95.8836031115659,67.874425779696,125.207348945114,119.032099504421,142.104113923701,136.749313903806,49.3686754450532,91.2791437585987,110.070144563764,112.789880198985,89.244480186116,55.7865797698406,63.5682937109163,93.0947278202874,80.7958220512328,75.4381140704778,37.6459076694718,102.605267541611,81.1559613572611,88.3262540019297,103.400653236408,87.2589849791649,93.4024797809288,71.1720253635845,99.7267119921541,56.9080134847381,35.2142944248072,85.3575796975565,95.8665037410719,52.748083703373,81.1170786435125,103.269584092107,132.072771560515,104.361743310962,79.9812399437059,74.1793794851945,69.7240450638024,132.281076198661,91.4841386473967,99.1658553096422,99.7030031343064,98.572185455742,82.8084066121889,80.7469693766552,59.5528756351758,94.3345456429668,87.1228033767073,64.2255422546392,95.4398323996145,102.460765847328,111.402576634969,69.7217030774221
"TMEM52",71.2399980216165,101.120576225451,95.7448415059468,54.3406843601054,75.4479280455872,104.392706188613,93.5470419072256,89.0875477687663,94.0290519503524,92.5473084781318,12.8362608634307,100.691348437576,105.236962888581,66.2378892338954,57.7171923918508,77.684728920326,95.7275252179928,100.60405369163,78.1324930619359,44.9530058920702,146.33798652535,98.3327859585795,113.964314376535,44.9363236540495,114.387689211048,37.2999295293582,149.549480660222,112.168879503169,62.9975338185323,90.5518020303237,90.8934252523992,69.7173030894923,74.9492813968213,46.6085799176251,70.2527702667775,77.2565530789316,101.96921363405,103.650812527326,52.8049049429917,115.035049389649,156.113324083353,81.628937402676,116.271550033081,93.9404122500027,91.340017362314,80.1539667365622,78.1236163628682,46.2133962881066,63.5710343850049,126.558337725437,120.943799146355,51.1481492789245,98.2130249739983,51.4226856949776,110.694312323377,105.278704509197,112.556999720362
"MCL1",83.1744895143851,24.0007090071598,51.0297359379451,95.6171258976177,82.0932247332377,95.8325306912358,74.6854633601755,79.4276082307559,67.1222084781208,59.8721073487893,82.2930365205281,69.2294328489629,109.511095020539,73.9244797486536,77.6099601175246,93.3869250755451,76.16256349382,45.7566644367576,65.9941040949465,61.2715560571387,45.2835981765625,34.9441680828933,62.7326426668581,64.1069957402948,78.7348072711746,80.8462314724263,45.6051337715627,79.4447781780733,87.3410028136936,68.2226727385484,77.7030691282264,88.1672076354332,160.342798891536,102.282344068538,106.130422199199,121.122020652475,65.4984367957545,133.476565726505,132.625851499893,38.6022488793381,126.767464049718,115.843696245031,73.2684651695588,63.9347741838329,92.3653702294959,156.34189112395,141.913442353096,81.5159645472037,87.6450976195341,93.7012156512643,67.5991021611924,109.016133335621,100.518080307904,67.3228007175619,65.7600415057327,90.8866183169844,80.0954632311795
"COQ10A",71.498846544095,95.098026832166,112.130995519064,77.1595403222806,92.141458710004,109.468436793217,80.8130670545796,83.5470353880159,73.5004253620263,118.209812308871,128.319599238315,72.4129777287738,78.7800564233184,98.3752180018802,109.637360366072,120.222873858909,71.0605548074637,48.1900580929324,151.106609437333,116.160604042244,68.6442780208513,63.8348045466432,113.497418762807,105.246443940608,70.8401707082435,90.2207831866464,93.592670580629,78.4422766583703,73.5836449797126,94.3500154805418,79.8345898664548,55.4933793633198,87.0378743307994,123.903299516845,72.9070502362758,76.133040776854,66.8918452621205,93.2588024002347,104.913377328771,61.2524551810178,76.2067938348755,71.4544627479956,98.8680487781782,90.5585629515944,69.9862726752428,76.6811377800143,131.515873987333,99.6034021721806,39.8198578235062,68.07601929328,97.5015852809924,78.6407226312457,60.4670763833952,80.7285251988036,78.451750218634,63.3772051586488,62.1893523128441
"CALM3",82.8620292422407,58.6980072181116,94.3779535373732,78.425027411782,85.5041290031667,89.3802868496924,76.787553254954,72.482740820543,96.5765582808714,74.0287974420676,80.9676096149213,124.690656317868,129.736688091253,74.7504832316764,75.7558952457243,114.250555688537,112.08147015319,72.7802851415897,97.5178586606524,104.18851115713,84.6645787116411,82.7541390398545,65.5328123061538,83.9121329337384,74.2800169743353,70.8112072487871,72.4641675651052,71.5595733066278,83.3355965761507,57.3951802037642,67.9262282700059,114.215883747637,57.3346248900483,84.4415047914785,63.9407367219417,108.432219538438,106.666988716313,70.0346894623195,73.7602043664301,68.5425508545341,109.372179526149,52.0979752089194,76.1287846302772,75.3043683613421,92.24477984928,63.0883801812773,90.93242941044,77.4890999595361,104.171985188928,111.32261163904,108.38133357195,70.8352932379733,95.7258287350144,109.198243994808,69.9444384351085,68.5869760263899,128.221837964116
"ADIPOR1",125.015549392576,79.6186375264833,86.2759647632718,339.879302489372,35.2970376921806,27.0640622194067,74.8676358443013,0.304387873174676,85.9898140623655,-48.9348766576957,166.729828387496,165.753264384596,121.111324915947,70.9307010831021,112.687410871686,49.6776179916766,17.2968535368267,15.1773196729672,-18.1294904246897,46.6627815236921,96.9745165089588,67.5072946455828,79.15719621648,110.226386265729,46.379536689261,-4.91709416384276,70.381453745847,20.5743366175909,136.189968918112,63.2712613625019,51.4456705902035,193.292971012166,92.8409343058517,17.1953667930723,57.2029506886663,60.011624930709,35.1216313627373,9.54625189893025,135.117318454288,110.464718747958,45.5073910122235,74.4852572464917,112.317478640017,89.7312971585691,50.4601318315532,36.4878386296343,45.2548892164743,99.0625230073442,21.8722174488727,172.36723506495,103.588731487821,106.067409875505,27.9771986146869,23.2992807601368,76.6061668966911,91.2415633988633,156.397325812966
"EIF3E",72.4353486076829,107.015700475211,94.9885282453744,89.1982115118695,56.0847217610928,83.974536684954,92.0785023157403,86.6009962052158,73.3872901694962,88.2672822132165,113.71131600121,74.0859332882961,98.6105471345019,93.0185615322711,79.2307354779308,86.1080479000197,33.0403591802441,35.4826558880204,85.3665320774921,85.5293026503271,95.6022348262134,57.7405588523642,78.2762013408915,82.8254170239751,97.0829726361799,65.7677631175411,80.4667850248037,88.3514666597794,99.589260005454,90.4735672245162,70.9531581519614,79.453684718232,83.4255414106807,76.0064314299053,71.2426303568535,82.4339800933006,113.750902563428,106.207155926281,86.9052901137579,77.397567289417,109.160660775009,84.0761284223195,93.0579873688015,92.924220794552,76.5844700106768,83.6192604135206,92.2243975648591,74.1310648867456,102.344660835293,92.9758696449423,77.987675146434,88.2752128029996,102.667854861815,78.9251889572343,97.4166033503025,104.648498477541,88.7677217330816
"PPP1CB",85.0394565869561,108.780609384018,90.5484214589792,69.9466004076147,57.6229149699473,94.1112663180462,67.8665667802614,103.644417122478,114.281068168814,104.145244878814,119.486838927435,82.5887945169163,82.8478743765847,72.1299732714815,75.5853576551598,90.5622026167278,80.2038086594018,46.4174018743453,96.5919424157697,75.8085549351777,83.9650578229887,50.6929192763809,101.524214740615,75.1008499183402,83.782787714911,75.7514395484598,75.89888223504,79.4354172837485,83.6041663653341,96.4856357720269,82.4266033842601,62.9513570469844,76.6265228986489,88.472563809081,72.2555788658814,78.9912979760033,133.555564365321,108.658950009086,92.4572515345843,80.6163870211804,88.5001714999799,85.0295438622727,74.0359137262605,85.3112408388859,90.5028674365436,83.7745337132491,102.552356523541,72.8273146905955,91.3637410835227,89.7315525885741,90.2088614818849,75.4176055149267,87.208443287717,78.6284063994469,78.3749314822682,91.525646279123,81.7767174329907
"HDLBP",95.1701262438419,89.9422917633502,85.9371757235752,78.5595091789024,98.1937468823972,76.934760741148,89.9281800730267,92.3681636528615,92.3828163107036,73.3499522264177,92.5675363593078,89.0883202446164,86.9426142696094,98.3155004446849,73.2591074928531,85.8826931203324,115.697285127409,82.8892580815239,92.5955396689392,79.543371070647,88.3013162389898,106.53019497884,78.7528236308261,88.0858046682391,78.0290527173719,83.1332838756736,85.6439635726953,66.8807165363012,84.5099744692608,97.681855883198,85.9869476437125,109.079151520967,85.0727532552888,84.7484083267668,77.3924425292912,97.8832189235434,60.0622039074917,91.6689708908968,66.8045331858613,86.1623927169578,80.2228960762504,85.2467557484845,83.4812374798455,78.2291438054155,92.9769411590585,79.1049130189303,92.9141074909321,88.0431041048769,91.5046728508571,95.0527139943646,81.618351844192,91.1467404318666,81.3635047607188,67.2213409031245,87.2127490175997,78.3032195153797,73.4567942808141
"GSTP1",108.810871847033,99.4327242638334,109.486653990145,80.450335230583,94.866927008897,42.4453440816967,93.678187821768,85.8993757563669,67.6535581968433,84.4672359231338,119.498213061751,56.4085299680606,104.784031845593,50.8573766726432,67.0920996662814,102.491656686168,79.7832726980895,85.1981216316887,86.5207796849016,77.843545881282,81.2481349414993,102.500186873949,79.2191699479177,109.190989581138,70.3420781104556,50.2755374767821,62.5880788967473,67.7003856783117,43.064693619457,40.9665122890253,128.163380784622,96.8402217085462,85.9731736618481,28.655680294667,105.602968373135,59.4388764821824,110.365828520043,77.3507153987576,123.082980201008,84.2070444055052,119.486804570853,75.4943146101611,113.445334110561,94.9113505143542,68.7145971310424,75.4358383941964,42.3632392917797,49.1811647432479,86.7928494004639,77.7118230880949,100.131170926456,106.492801402696,87.0957503778736,54.9020455211567,47.8281697755926,103.352221577297,115.006236812641
"CTSD",120.187455657418,42.6496680389931,92.1411275033916,81.4718272021237,103.523742647397,85.2787161241724,63.101071233009,57.6635730788299,44.2249944357248,60.0216617951046,48.2314513449245,40.178438961269,101.37560266108,54.2300757864461,84.1510016186719,48.382822660202,116.100683771169,71.2390893982747,84.0100392268953,77.574250245862,138.441289928365,153.979378927983,57.8271901864614,119.19442181088,84.9868025656425,24.7570615855572,108.360479649483,53.4316578106112,96.2355107388215,58.8360154689973,96.4759407318398,108.127379198708,86.5377654717286,71.227878605944,71.7024773542163,85.1401670245291,60.4971085260692,61.9503151675856,98.4558317292328,85.9295441214483,205.897093644839,85.3263286871219,64.4257764731275,107.413201001991,93.6382217325264,94.1919800494065,46.8716841980788,88.0579627459362,80.005526785561,117.006641836051,101.149178472832,76.6810349782963,70.5008320797303,55.6142269189874,89.796662871581,63.527255549502,99.3246450779342
"JSRP1",72.2046416117659,71.5076122217167,63.4172862534048,60.0579301959193,68.7120161032094,58.6462528576231,52.8078549481786,39.0810799002904,85.3776795307832,54.0972879265221,45.246354028723,94.60708090612,73.5074033855813,75.8044063344577,91.8350522691021,65.1343447379357,52.0823206861841,101.264718642209,98.5885234895256,76.3088096500093,134.371294003509,117.738792199653,108.242426338238,86.9456787833972,57.3340295510663,73.2308015820918,99.4223411079786,110.189361827509,76.6983299741393,159.41720166259,82.7561287388051,116.324404076716,69.0532203147388,72.3471197123692,93.9866504568238,75.3859463026208,81.7953668334444,79.0379252400597,113.091403273298,116.571708435276,86.1831187188952,90.6010839799221,106.702256574365,82.1529251871274,86.9405810279795,51.6835732088722,50.8846503893007,74.2527303845817,61.8344532418319,86.0689111106779,108.274684367076,88.4525450622393,54.6129568806343,65.3893342788922,97.5124715124558,181.761601176568,134.975943923783
"HADHA",81.3803148500965,87.1855169857356,82.6893704093305,65.2035077634026,124.978429836205,112.4723642306,115.193320942376,64.8367272168004,95.6336315147931,69.463152751483,73.9600996087881,76.440320428654,88.5144152166965,82.5240450939925,68.6589447764756,117.324013091512,101.432110960519,86.0634372720704,84.166543595278,113.253094821558,72.5592008733253,70.2754890697493,98.7039087747121,100.26111005066,82.6392657223941,88.5142384776742,100.935907896602,82.9862861855975,73.2681374306015,83.9352021256977,87.0725592775259,67.2932501417801,115.910650951445,96.7411253038195,103.141317706237,63.8138435182213,102.628165039729,63.2735085552618,71.1767573256763,64.2417311688392,81.2276420666347,91.4242555644221,60.519799790182,94.0568278991532,77.7946112669952,82.8482563127208,81.3385268078072,98.6318000795004,59.5272615210237,69.816688607896,84.4989137149467,83.9259968306394,82.7486630477762,68.2244161983892,89.405501157643,78.9189596820354,77.4164888652849
"KLHDC3",88.4711485319956,94.0036312272328,100.633340983131,68.9963344474525,55.3539828556733,98.7500687228336,55.6331762327031,91.6611569612314,84.1627035601261,79.3685276061705,58.7246768119441,72.8885987365209,82.9653559794171,76.9909472960154,77.9873547779047,96.2815674651445,117.179852467191,82.5077908187078,81.468301576562,87.1628379699947,88.8990188062807,94.9367678508806,109.164590189466,103.726140965475,86.4121123598283,82.362398691623,97.9889227056096,96.9930067808633,66.8886290816844,77.9760187449394,108.894285132579,72.981632976854,62.6449064718332,73.7790988217508,55.6899984253107,88.9398492751139,92.0899186864828,100.534534975525,73.0712706379122,66.6835621188999,81.237497366728,70.0660030821408,97.1191637128614,77.7535921596098,100.369906646064,78.223169244356,74.2047711909417,89.991888333744,60.5176657387886,114.110406485584,95.1417038660654,89.3800618643025,83.9540174071476,82.7258457687905,78.2869397180543,94.6331023820708,82.2468545589249
"NME1-NME2",46.0853215355767,217.023943195194,57.932969685507,82.8041385768109,72.5006201420709,81.6939024815384,78.4767777499231,58.1782500130262,75.4731617342235,70.8770041532643,59.9513632849154,90.0567296092829,50.7654595190457,48.9440437599196,92.5339686423365,93.0484370378118,59.6818539636391,66.9698665922456,102.507857247488,91.7073787232209,86.5663174122912,125.565407607857,87.8206134073234,69.9366666356977,77.1845379784344,77.580675789264,95.3317227964165,77.1887877497493,38.334440971646,97.0430204360916,77.2674281702088,93.0446828168312,72.305226354064,89.5542432791313,109.74236069276,76.8715244641924,74.9092630473023,100.085988274715,97.3332898987851,81.5896899550365,96.626864100552,73.4789800406297,92.3452169376031,82.1091531561223,58.8576768620131,57.5618964688258,69.2702573813537,89.9240263561492,43.1595376806535,101.332449448083,73.2064085600465,85.7987851314603,80.1548957315278,97.5231882044644,68.4971988598986,90.7033561525242,101.550833354011
"DCN",41.3461119275225,207.865141474766,333.374421956864,128.874693834402,147.81966078637,-22.5428861381303,238.612097986514,-56.2742420359781,83.9289119428298,112.339570271841,305.709223124232,103.487553704333,122.135724108962,258.0446879186,60.4053014673827,26.8416274707689,12.2372024280767,69.4963472688832,145.09335280305,12.708980659391,238.91067873948,-17.4235363832675,-52.4472755685342,-90.4045997964936,147.926934582791,66.1782345749826,222.728618967765,-28.8138382530163,120.76243315512,135.406006259926,63.9430929122298,11.8960639835076,182.063764789482,70.2706925111685,251.050844210364,-12.8744722313013,40.7772261112422,72.8991616777083,-88.99448818694,145.037056310268,1.7974099908956,132.251593387722,120.582729802855,53.6950210998761,238.392707549826,567.514924172901,145.603994960688,-25.7038968105358,135.966664673677,84.5232989463324,-20.6848052051425,36.011575274288,120.213570555154,54.0412572748092,46.7068183227811,16.9572661844812,-80.9522168384736
